node, distance_to, predecessor
371, 280, 370
372, 293, 370
373, 271, 370
374, 263, 370
375, 289, 370
376, 210, 334
377, 255, 370
378, 213, 370
379, 281, 5432
380, 216, 370
381, 273, 4360
382, 250, 2253
383, 307, 381
384, 284, 381
385, 273, 1380
386, 321, 1333
387, 195, 1390
388, 287, 2300
389, 288, 381
390, 93, 124
391, 126, 390
392, 138, 390
393, 143, 390
394, 150, 390
395, 111, 390
396, 156, 390
397, 102, 390
398, 143, 390
399, 4294967295, 0
400, 281, 5221
401, 220, 2279
402, 260, 1675
403, 4294967295, 0
404, 260, 718
405, 4294967295, 0
406, 303, 3670
407, 251, 4242
408, 4294967295, 0
409, 302, 620
410, 4294967295, 0
411, 205, 158
412, 210, 1173
413, 180, 3309
414, 288, 267
415, 278, 2961
416, 302, 866
417, 4294967295, 0
418, 277, 5432
419, 395, 5597
420, 172, 3023
421, 4294967295, 0
422, 102, 1412
423, 141, 123
424, 143, 147
425, 262, 1426
426, 149, 5
427, 140, 1412
428, 4294967295, 0
429, 183, 3715
430, 455, 1605
431, 4294967295, 0
432, 203, 4191
433, 195, 2133
434, 233, 1827
435, 270, 4332
436, 282, 1700
437, 290, 599
438, 322, 5457
439, 4294967295, 0
440, 277, 984
441, 4294967295, 0
442, 295, 2003
443, 170, 4635
444, 4294967295, 0
445, 4294967295, 0
446, 294, 138
447, 4294967295, 0
448, 265, 981
449, 212, 2043
450, 254, 2337
451, 133, 918
452, 202, 2337
453, 227, 3284
454, 267, 450
455, 227, 3344
456, 307, 450
457, 259, 450
458, 241, 2050
459, 221, 667
460, 235, 1162
461, 272, 458
462, 244, 458
463, 206, 2112
464, 241, 4280
465, 261, 458
466, 307, 458
467, 291, 458
468, 169, 667
469, 253, 972
470, 255, 469
471, 345, 469
472, 271, 4355
473, 295, 469
474, 271, 635
475, 321, 469
476, 158, 4180
477, 162, 3140
478, 237, 3886
479, 241, 478
480, 238, 478
481, 329, 478
482, 332, 478
483, 239, 4728
484, 222, 2093
485, 195, 1653
486, 256, 478
487, 232, 2735
488, 307, 478
489, 328, 2055
490, 207, 1573
491, 138, 4
492, 337, 4312
493, 239, 1724
494, 249, 335
495, 193, 4191
496, 255, 1573
497, 416, 489
498, 297, 2847
499, 318, 701
500, 270, 2377
501, 404, 499
502, 385, 499
503, 131, 2392
504, 241, 4206
505, 241, 1084
506, 304, 701
507, 278, 480
508, 395, 4856
509, 215, 4295
510, 214, 116
511, 464, 508
512, 377, 1081
513, 127, 251
514, 206, 3819
515, 435, 508
516, 4294967295, 0
517, 4294967295, 0
518, 222, 910
519, 4294967295, 0
520, 158, 8
521, 326, 5195
522, 256, 2376
523, 371, 5066
524, 305, 2716
525, 4294967295, 0
526, 322, 1650
527, 275, 2639
528, 206, 805
529, 265, 1533
530, 231, 528
531, 169, 756
532, 196, 2337
533, 245, 528
534, 213, 938
535, 255, 528
536, 268, 528
537, 4294967295, 0
538, 270, 5653
539, 4294967295, 0
540, 261, 2347
541, 207, 876
542, 253, 3235
543, 4294967295, 0
544, 418, 5207
545, 4294967295, 0
546, 4294967295, 0
547, 156, 938
548, 219, 3220
549, 249, 1787
550, 254, 548
551, 201, 3023
552, 206, 2808
553, 258, 3095
554, 114, 717
555, 285, 548
556, 249, 548
557, 290, 1323
558, 223, 4111
559, 115, 179
560, 268, 1118
561, 256, 2377
562, 238, 4551
563, 197, 823
564, 335, 560
565, 307, 560
566, 228, 2324
567, 232, 1441
568, 208, 324
569, 304, 560
570, 275, 560
571, 225, 2859
572, 189, 356
573, 261, 4492
574, 208, 531
575, 230, 531
576, 196, 531
577, 409, 521
578, 175, 122
579, 263, 4213
580, 327, 521
581, 201, 2690
582, 267, 1958
583, 252, 1209
584, 207, 700
585, 297, 584
586, 149, 251
587, 213, 2275
588, 310, 4857
589, 344, 588
590, 357, 588
591, 343, 588
592, 350, 588
593, 405, 588
594, 344, 588
595, 395, 588
596, 347, 588
597, 349, 588
598, 397, 588
599, 287, 5083
600, 289, 599
601, 354, 599
602, 255, 846
603, 303, 599
604, 219, 2225
605, 242, 1740
606, 194, 3838
607, 251, 2948
608, 328, 607
609, 198, 1522
610, 323, 607
611, 306, 607
612, 223, 2295
613, 273, 5135
614, 243, 39
615, 309, 607
616, 268, 607
617, 324, 4574
618, 350, 617
619, 193, 2866
620, 235, 4215
621, 220, 1424
622, 403, 617
623, 251, 3273
624, 341, 617
625, 423, 617
626, 136, 1287
627, 209, 327
628, 226, 4058
629, 176, 1129
630, 246, 845
631, 226, 4438
632, 295, 631
633, 228, 631
634, 256, 631
635, 233, 866
636, 4294967295, 0
637, 103, 31
638, 301, 715
639, 4294967295, 0
640, 375, 416
641, 4294967295, 0
642, 340, 1870
643, 205, 811
644, 4294967295, 0
645, 266, 1139
646, 225, 1943
647, 4294967295, 0
648, 262, 3519
649, 217, 731
650, 427, 6069
651, 211, 1223
652, 265, 874
653, 4294967295, 0
654, 323, 3096
655, 415, 1799
656, 318, 4093
657, 318, 1400
658, 142, 2070
659, 207, 1033
660, 222, 945
661, 306, 2723
662, 403, 656
663, 339, 656
664, 176, 4635
665, 149, 8
666, 125, 353
667, 143, 145
668, 176, 2075
669, 185, 668
670, 196, 668
671, 191, 668
672, 245, 668
673, 271, 668
674, 181, 668
675, 198, 668
676, 187, 668
677, 181, 668
678, 190, 668
679, 226, 4781
680, 233, 5273
681, 234, 679
682, 256, 679
683, 323, 679
684, 234, 2362
685, 280, 2094
686, 224, 805
687, 267, 679
688, 326, 679
689, 293, 5104
690, 217, 3558
691, 186, 1454
692, 228, 2906
693, 160, 4180
694, 227, 1535
695, 180, 717
696, 153, 126
697, 144, 264
698, 182, 126
699, 226, 3616
700, 174, 176
701, 298, 5326
702, 356, 701
703, 137, 3
704, 344, 701
705, 302, 701
706, 197, 2866
707, 223, 3676
708, 345, 701
709, 223, 3010
710, 228, 3156
711, 277, 1910
712, 226, 811
713, 272, 709
714, 265, 2332
715, 296, 3046
716, 294, 2903
717, 102, 145
718, 182, 1487
719, 4294967295, 0
720, 307, 4319
721, 290, 571
722, 280, 480
723, 4294967295, 0
724, 354, 5238
725, 241, 38
726, 295, 2612
727, 262, 1089
728, 300, 3179
729, 369, 728
730, 172, 2399
731, 204, 5931
732, 215, 1389
733, 266, 4896
734, 342, 728
735, 346, 728
736, 205, 2038
737, 284, 736
738, 226, 2997
739, 172, 968
740, 235, 2360
741, 242, 736
742, 237, 736
743, 243, 736
744, 238, 736
745, 233, 736
746, 310, 635
747, 245, 635
748, 263, 3550
749, 222, 4043
750, 268, 5589
751, 206, 348
752, 4294967295, 0
753, 102, 7
754, 79, 353
755, 125, 249
756, 134, 559
757, 219, 756
758, 185, 756
759, 193, 559
760, 197, 756
761, 210, 756
762, 110, 249
763, 157, 756
764, 212, 303
765, 231, 764
766, 216, 764
767, 254, 764
768, 266, 764
769, 155, 805
770, 210, 805
771, 226, 2293
772, 259, 764
773, 292, 764
774, 224, 764
775, 4294967295, 0
776, 210, 247
777, 208, 4434
778, 139, 804
779, 278, 777
780, 221, 777
781, 218, 777
782, 251, 1383
783, 225, 777
784, 270, 777
785, 282, 5552
786, 264, 135
787, 319, 4193
788, 189, 3966
789, 290, 5980
790, 347, 280
791, 266, 1030
792, 240, 1556
793, 363, 787
794, 358, 787
795, 201, 5171
796, 190, 637
797, 4294967295, 0
798, 314, 4746
799, 290, 1426
800, 443, 4995
801, 221, 945
802, 223, 2376
803, 182, 2112
804, 124, 2392
805, 133, 804
806, 214, 804
807, 186, 804
808, 64, 252
809, 161, 804
810, 141, 804
811, 201, 804
812, 194, 804
813, 149, 804
814, 129, 1945
815, 137, 804
816, 181, 804
817, 135, 804
818, 126, 559
819, 143, 559
820, 127, 559
821, 129, 559
822, 151, 559
823, 175, 1644
824, 116, 559
825, 221, 3676
826, 111, 3
827, 306, 825
828, 195, 4068
829, 197, 1675
830, 232, 825
831, 261, 825
832, 254, 825
833, 222, 869
834, 222, 2471
835, 188, 2719
836, 211, 2654
837, 199, 1724
838, 227, 836
839, 220, 836
840, 176, 3364
841, 272, 836
842, 186, 4487
843, 181, 334
844, 212, 836
845, 235, 836
846, 235, 1888
847, 218, 1162
848, 252, 1989
849, 253, 846
850, 179, 3851
851, 239, 846
852, 144, 8
853, 252, 2286
854, 306, 846
855, 269, 3859
856, 80, 353
857, 286, 855
858, 222, 1675
859, 219, 1556
860, 257, 3117
861, 247, 859
862, 237, 859
863, 249, 859
864, 157, 129
865, 260, 859
866, 223, 2593
867, 232, 962
868, 252, 859
869, 199, 637
870, 160, 31
871, 131, 637
872, 183, 637
873, 82, 251
874, 182, 637
875, 169, 637
876, 160, 637
877, 162, 637
878, 247, 3981
879, 274, 878
880, 231, 1548
881, 268, 878
882, 282, 878
883, 235, 307
884, 235, 3235
885, 273, 878
886, 219, 2038
887, 305, 886
888, 251, 886
889, 159, 2581
890, 271, 886
891, 246, 886
892, 223, 2451
893, 288, 579
894, 176, 823
895, 270, 3519
896, 4294967295, 0
897, 296, 3921
898, 204, 703
899, 4294967295, 0
900, 172, 247
901, 331, 1276
902, 282, 3903
903, 4294967295, 0
904, 300, 4222
905, 4294967295, 0
906, 219, 975
907, 233, 906
908, 230, 955
909, 215, 3817
910, 207, 1459
911, 134, 4180
912, 255, 906
913, 268, 906
914, 101, 248
915, 93, 248
916, 100, 248
917, 107, 248
918, 121, 248
919, 128, 248
920, 114, 248
921, 185, 248
922, 146, 248
923, 322, 5202
924, 166, 2001
925, 281, 2360
926, 194, 3066
927, 394, 923
928, 165, 821
929, 4294967295, 0
930, 174, 348
931, 294, 1557
932, 188, 2593
933, 233, 3670
934, 4294967295, 0
935, 410, 1250
936, 4294967295, 0
937, 170, 4081
938, 146, 852
939, 218, 938
940, 228, 3408
941, 202, 938
942, 225, 3921
943, 216, 938
944, 173, 392
945, 210, 938
946, 158, 126
947, 145, 176
948, 4294967295, 0
949, 4294967295, 0
950, 4294967295, 0
951, 385, 389
952, 252, 3341
953, 247, 3818
954, 288, 952
955, 215, 1968
956, 346, 952
957, 207, 32
958, 251, 2698
959, 302, 952
960, 188, 424
961, 4294967295, 0
962, 192, 2551
963, 246, 1377
964, 4294967295, 0
965, 233, 811
966, 4294967295, 0
967, 283, 5104
968, 164, 3364
969, 215, 968
970, 221, 4684
971, 246, 968
972, 200, 968
973, 212, 968
974, 258, 968
975, 213, 20
976, 235, 975
977, 156, 398
978, 298, 975
979, 214, 572
980, 230, 975
981, 229, 975
982, 219, 1243
983, 89, 249
984, 276, 1946
985, 291, 984
986, 236, 989
987, 354, 984
988, 218, 1243
989, 227, 2275
990, 264, 3363
991, 315, 4740
992, 4294967295, 0
993, 268, 2056
994, 4294967295, 0
995, 315, 3016
996, 276, 382
997, 219, 3171
998, 252, 1107
999, 4294967295, 0
1000, 4294967295, 0
1001, 249, 1173
1002, 373, 5163
1003, 266, 874
1004, 216, 326
1005, 256, 1920
1006, 317, 6094
1007, 195, 3981
1008, 4294967295, 0
1009, 337, 1549
1010, 282, 5040
1011, 382, 1009
1012, 434, 1009
1013, 379, 1009
1014, 379, 1009
1015, 315, 5045
1016, 254, 3014
1017, 195, 2639
1018, 240, 3337
1019, 194, 2285
1020, 265, 3886
1021, 133, 4
1022, 208, 4081
1023, 185, 1547
1024, 203, 769
1025, 280, 1022
1026, 204, 1675
1027, 154, 2080
1028, 207, 32
1029, 195, 2079
1030, 248, 3956
1031, 261, 2338
1032, 230, 1022
1033, 140, 2039
1034, 182, 1033
1035, 204, 1033
1036, 183, 1033
1037, 153, 1033
1038, 233, 1033
1039, 236, 1033
1040, 207, 1033
1041, 370, 105
1042, 246, 4567
1043, 270, 1289
1044, 162, 2292
1045, 427, 1041
1046, 410, 1041
1047, 130, 918
1048, 203, 2148
1049, 299, 1048
1050, 184, 17
1051, 262, 1048
1052, 175, 335
1053, 300, 1048
1054, 196, 2225
1055, 271, 1040
1056, 204, 2808
1057, 351, 1251
1058, 363, 1057
1059, 285, 3781
1060, 252, 1173
1061, 241, 303
1062, 272, 2360
1063, 410, 1057
1064, 140, 62
1065, 425, 1057
1066, 248, 2748
1067, 172, 247
1068, 130, 247
1069, 210, 247
1070, 186, 247
1071, 200, 247
1072, 146, 247
1073, 214, 247
1074, 122, 247
1075, 4294967295, 0
1076, 368, 1191
1077, 164, 2974
1078, 331, 3152
1079, 365, 1191
1080, 4294967295, 0
1081, 280, 2461
1082, 262, 5615
1083, 4294967295, 0
1084, 227, 1767
1085, 252, 1084
1086, 246, 3781
1087, 230, 2348
1088, 261, 4282
1089, 234, 3654
1090, 192, 3259
1091, 341, 2821
1092, 263, 2607
1093, 278, 303
1094, 205, 1749
1095, 241, 303
1096, 243, 138
1097, 116, 3
1098, 4294967295, 0
1099, 4294967295, 0
1100, 313, 3115
1101, 4294967295, 0
1102, 409, 5151
1103, 205, 1986
1104, 307, 1721
1105, 4294967295, 0
1106, 346, 4230
1107, 211, 5417
1108, 4294967295, 0
1109, 268, 2681
1110, 4294967295, 0
1111, 4294967295, 0
1112, 4294967295, 0
1113, 4294967295, 0
1114, 345, 226
1115, 226, 1787
1116, 286, 4766
1117, 4294967295, 0
1118, 170, 1896
1119, 4294967295, 0
1120, 262, 3801
1121, 4294967295, 0
1122, 199, 5980
1123, 236, 3781
1124, 316, 963
1125, 351, 1124
1126, 344, 1124
1127, 319, 1971
1128, 342, 1124
1129, 156, 2225
1130, 351, 1124
1131, 354, 1419
1132, 325, 1124
1133, 173, 1740
1134, 309, 2798
1135, 228, 5029
1136, 242, 4935
1137, 254, 4839
1138, 307, 4492
1139, 213, 1675
1140, 203, 2748
1141, 181, 4487
1142, 269, 75
1143, 215, 1397
1144, 197, 1945
1145, 336, 868
1146, 347, 868
1147, 280, 868
1148, 278, 868
1149, 307, 868
1150, 194, 3813
1151, 203, 811
1152, 298, 868
1153, 349, 868
1154, 356, 1832
1155, 370, 1154
1156, 277, 4093
1157, 281, 2253
1158, 285, 1198
1159, 424, 1154
1160, 273, 4469
1161, 4294967295, 0
1162, 194, 2396
1163, 270, 1162
1164, 230, 1162
1165, 242, 1162
1166, 221, 1162
1167, 221, 4033
1168, 224, 1772
1169, 239, 5941
1170, 268, 1167
1171, 310, 1167
1172, 358, 4109
1173, 173, 2228
1174, 385, 1172
1175, 287, 2599
1176, 251, 1039
1177, 188, 3273
1178, 242, 1396
1179, 219, 1459
1180, 119, 5171
1181, 4294967295, 0
1182, 4294967295, 0
1183, 4294967295, 0
1184, 245, 3023
1185, 4294967295, 0
1186, 4294967295, 0
1187, 4294967295, 0
1188, 4294967295, 0
1189, 4294967295, 0
1190, 4294967295, 0
1191, 287, 1010
1192, 288, 5241
1193, 226, 133
1194, 202, 62
1195, 258, 869
1196, 233, 62
1197, 267, 285
1198, 202, 62
1199, 237, 32
1200, 4294967295, 0
1201, 4294967295, 0
1202, 372, 280
1203, 176, 2974
1204, 4294967295, 0
1205, 4294967295, 0
1206, 4294967295, 0
1207, 4294967295, 0
1208, 253, 2053
1209, 209, 2719
1210, 219, 1209
1211, 287, 3409
1212, 181, 356
1213, 203, 918
1214, 224, 1209
1215, 217, 1209
1216, 227, 1750
1217, 218, 2614
1218, 4294967295, 0
1219, 123, 31
1220, 315, 2530
1221, 198, 1027
1222, 4294967295, 0
1223, 209, 821
1224, 147, 821
1225, 4294967295, 0
1226, 4294967295, 0
1227, 142, 873
1228, 152, 1945
1229, 293, 6165
1230, 226, 2024
1231, 210, 821
1232, 252, 380
1233, 253, 732
1234, 310, 380
1235, 208, 3865
1236, 309, 380
1237, 4294967295, 0
1238, 4294967295, 0
1239, 218, 2337
1240, 305, 2068
1241, 4294967295, 0
1242, 4294967295, 0
1243, 190, 2381
1244, 4294967295, 0
1245, 107, 177
1246, 110, 147
1247, 4294967295, 0
1248, 263, 2504
1249, 222, 1522
1250, 334, 1958
1251, 267, 1888
1252, 221, 3660
1253, 280, 1251
1254, 320, 1251
1255, 189, 2719
1256, 253, 411
1257, 319, 1251
1258, 271, 3149
1259, 250, 2292
1260, 4294967295, 0
1261, 303, 5542
1262, 314, 3626
1263, 4294967295, 0
1264, 250, 823
1265, 252, 2635
1266, 344, 3571
1267, 216, 3921
1268, 251, 1267
1269, 257, 1267
1270, 239, 1267
1271, 262, 1267
1272, 153, 4180
1273, 177, 4180
1274, 238, 1267
1275, 242, 1459
1276, 259, 1275
1277, 281, 1275
1278, 278, 4666
1279, 287, 1275
1280, 281, 3654
1281, 250, 4137
1282, 285, 1275
1283, 339, 1275
1284, 323, 1275
1285, 285, 1275
1286, 4294967295, 0
1287, 102, 3
1288, 230, 4689
1289, 224, 3096
1290, 300, 1854
1291, 299, 1854
1292, 279, 907
1293, 4294967295, 0
1294, 4294967295, 0
1295, 4294967295, 0
1296, 4294967295, 0
1297, 238, 2938
1298, 4294967295, 0
1299, 312, 2049
1300, 219, 257
1301, 226, 1782
1302, 234, 257
1303, 231, 257
1304, 270, 257
1305, 194, 3014
1306, 208, 257
1307, 4294967295, 0
1308, 4294967295, 0
1309, 258, 686
1310, 324, 4137
1311, 276, 3568
1312, 4294967295, 0
1313, 203, 1522
1314, 4294967295, 0
1315, 4294967295, 0
1316, 208, 1027
1317, 122, 145
1318, 226, 979
1319, 272, 979
1320, 244, 979
1321, 247, 5147
1322, 230, 348
1323, 195, 823
1324, 268, 823
1325, 204, 823
1326, 200, 823
1327, 192, 823
1328, 180, 823
1329, 256, 532
1330, 210, 5417
1331, 281, 3900
1332, 194, 2376
1333, 229, 864
1334, 203, 2333
1335, 250, 769
1336, 138, 873
1337, 237, 75
1338, 201, 5171
1339, 195, 2392
1340, 347, 1191
1341, 320, 1971
1342, 221, 4033
1343, 292, 1191
1344, 291, 1191
1345, 251, 4433
1346, 315, 1301
1347, 234, 1301
1348, 274, 1362
1349, 92, 250
1350, 196, 667
1351, 238, 866
1352, 235, 484
1353, 254, 1352
1354, 298, 1352
1355, 311, 1352
1356, 281, 2523
1357, 347, 1356
1358, 275, 211
1359, 274, 4587
1360, 375, 1356
1361, 252, 110
1362, 260, 1941
1363, 274, 1362
1364, 169, 348
1365, 251, 2293
1366, 208, 2293
1367, 201, 869
1368, 351, 1362
1369, 255, 4242
1370, 243, 433
1371, 271, 1370
1372, 274, 1370
1373, 265, 1370
1374, 136, 4438
1375, 321, 1370
1376, 195, 38
1377, 190, 2593
1378, 179, 2133
1379, 295, 6264
1380, 235, 739
1381, 342, 1379
1382, 245, 4533
1383, 214, 1842
1384, 248, 1382
1385, 215, 1212
1386, 360, 1379
1387, 246, 3138
1388, 166, 3465
1389, 144, 250
1390, 193, 165
1391, 187, 1389
1392, 149, 1389
1393, 241, 1389
1394, 100, 8
1395, 222, 1389
1396, 213, 4189
1397, 180, 1389
1398, 4294967295, 0
1399, 4294967295, 0
1400, 296, 2554
1401, 297, 1533
1402, 146, 2237
1403, 4294967295, 0
1404, 284, 4432
1405, 409, 5509
1406, 4294967295, 0
1407, 339, 2145
1408, 301, 866
1409, 257, 3152
1410, 4294967295, 0
1411, 256, 1382
1412, 61, 251
1413, 337, 1411
1414, 121, 1644
1415, 236, 3115
1416, 300, 1411
1417, 286, 750
1418, 142, 4
1419, 317, 111
1420, 276, 5568
1421, 343, 1419
1422, 391, 1419
1423, 272, 3822
1424, 204, 3738
1425, 181, 2070
1426, 204, 2093
1427, 233, 2635
1428, 165, 122
1429, 224, 629
1430, 214, 629
1431, 242, 629
1432, 218, 629
1433, 251, 2494
1434, 235, 4431
1435, 244, 1434
1436, 326, 1434
1437, 245, 1380
1438, 286, 1434
1439, 257, 606
1440, 403, 1002
1441, 175, 697
1442, 215, 2719
1443, 269, 4864
1444, 169, 1402
1445, 4294967295, 0
1446, 4294967295, 0
1447, 275, 5030
1448, 4294967295, 0
1449, 4294967295, 0
1450, 4294967295, 0
1451, 138, 122
1452, 4294967295, 0
1453, 4294967295, 0
1454, 177, 2237
1455, 4294967295, 0
1456, 243, 4891
1457, 162, 3117
1458, 137, 2237
1459, 177, 32
1460, 475, 5961
1461, 557, 1460
1462, 4294967295, 0
1463, 4294967295, 0
1464, 4294967295, 0
1465, 4294967295, 0
1466, 240, 198
1467, 4294967295, 0
1468, 4294967295, 0
1469, 4294967295, 0
1470, 4294967295, 0
1471, 342, 3810
1472, 4294967295, 0
1473, 302, 2883
1474, 4294967295, 0
1475, 119, 252
1476, 279, 3033
1477, 267, 1365
1478, 4294967295, 0
1479, 4294967295, 0
1480, 308, 5220
1481, 232, 4487
1482, 225, 2666
1483, 4294967295, 0
1484, 514, 5160
1485, 209, 2666
1486, 194, 108
1487, 166, 5788
1488, 284, 472
1489, 168, 180
1490, 180, 180
1491, 219, 1556
1492, 194, 2593
1493, 224, 2690
1494, 4294967295, 0
1495, 354, 5603
1496, 452, 1495
1497, 4294967295, 0
1498, 444, 305
1499, 4294967295, 0
1500, 310, 611
1501, 281, 3557
1502, 4294967295, 0
1503, 242, 707
1504, 281, 1297
1505, 238, 4236
1506, 233, 2115
1507, 262, 1506
1508, 312, 1506
1509, 207, 2338
1510, 275, 1506
1511, 187, 1459
1512, 250, 2295
1513, 237, 1506
1514, 274, 1506
1515, 195, 2381
1516, 231, 1090
1517, 222, 700
1518, 313, 5008
1519, 322, 1518
1520, 4294967295, 0
1521, 4294967295, 0
1522, 178, 2358
1523, 4294967295, 0
1524, 213, 180
1525, 4294967295, 0
1526, 282, 1922
1527, 4294967295, 0
1528, 256, 4444
