node, distance_to, predecessor
201, 15, 169
202, 48, 201
203, 15, 121
204, 24, 201
205, 17, 51
206, 13, 290
207, 17, 820
208, 22, 305
209, 15, 63
210, 18, 160
211, 13, 419
212, 18, 105
213, 20, 265
214, 18, 280
215, 15, 225
216, 20, 254
217, 20, 121
218, 20, 5
219, 23, 121
220, 36, 17
221, 17, 317
222, 15, 424
223, 3, 0
224, 20, 74
225, 5, 223
226, 19, 212
227, 28, 222
228, 19, 160
229, 22, 28
230, 17, 420
231, 16, 60
232, 20, 557
233, 13, 115
234, 18, 366
235, 21, 233
236, 15, 211
237, 21, 240
238, 22, 2
239, 28, 238
240, 20, 211
241, 22, 159
242, 16, 209
243, 15, 80
244, 13, 420
245, 20, 38
246, 23, 44
247, 29, 707
248, 20, 309
249, 13, 434
250, 22, 181
251, 13, 151
252, 19, 160
253, 18, 419
254, 16, 74
255, 16, 284
256, 15, 557
257, 18, 425
258, 15, 469
259, 20, 20
260, 5, 74
261, 16, 133
262, 24, 278
263, 12, 115
264, 15, 161
265, 17, 452
266, 23, 11
267, 19, 265
268, 18, 106
269, 11, 105
270, 17, 280
271, 17, 54
272, 13, 63
273, 23, 46
274, 14, 340
275, 35, 160
276, 74, 301
277, 26, 14
278, 16, 284
279, 25, 160
280, 9, 419
281, 20, 16
282, 14, 434
283, 14, 314
284, 15, 280
285, 15, 86
286, 24, 411
287, 25, 106
288, 15, 58
289, 46, 401
290, 12, 329
291, 16, 93
292, 22, 168
293, 14, 44
294, 19, 280
295, 18, 290
296, 20, 179
297, 9, 0
298, 31, 812
299, 25, 6
300, 18, 405
301, 15, 244
302, 22, 252
303, 16, 236
304, 25, 96
305, 16, 285
306, 17, 107
307, 33, 347
308, 14, 133
309, 14, 400
310, 17, 249
311, 17, 223
312, 22, 232
313, 17, 215
314, 12, 434
315, 43, 222
316, 23, 160
317, 16, 73
318, 15, 107
319, 25, 160
320, 20, 60
321, 29, 320
322, 28, 334
323, 20, 192
324, 21, 10
325, 17, 69
326, 16, 87
327, 12, 20
328, 22, 494
329, 9, 419
330, 4, 223
331, 16, 358
332, 23, 141
333, 18, 113
334, 20, 164
335, 30, 139
336, 10, 260
337, 18, 5
338, 16, 160
339, 14, 438
340, 13, 420
341, 33, 17
342, 19, 511
343, 30, 107
344, 35, 178
345, 22, 61
346, 15, 206
347, 27, 258
348, 27, 342
349, 33, 179
350, 20, 180
351, 15, 172
352, 23, 41
353, 20, 142
354, 11, 64
355, 16, 63
356, 13, 405
357, 20, 142
358, 15, 12
359, 24, 332
360, 25, 430
361, 14, 114
362, 14, 69
363, 13, 63
364, 31, 21
365, 14, 269
366, 15, 183
367, 14, 151
368, 16, 14
369, 55, 88
370, 20, 116
371, 15, 107
372, 15, 373
373, 14, 131
374, 44, 293
375, 14, 494
376, 18, 283
377, 24, 368
378, 20, 393
379, 22, 160
380, 28, 65
381, 35, 394
382, 23, 393
383, 83, 295
384, 37, 182
385, 17, 60
386, 42, 377
387, 25, 388
388, 23, 249
389, 19, 385
390, 26, 295
391, 21, 389
392, 20, 295
393, 15, 60
394, 20, 61
395, 14, 80
396, 36, 377
397, 18, 60
398, 55, 295
399, 32, 129
400, 8, 183
401, 13, 121
402, 26, 148
403, 13, 168
404, 20, 58
405, 11, 419
406, 24, 332
407, 24, 466
408, 19, 420
409, 11, 184
410, 34, 258
411, 16, 243
412, 16, 685
413, 22, 450
414, 74, 370
415, 51, 852
416, 27, 971
417, 23, 443
418, 19, 467
419, 8, 105
420, 11, 69
421, 18, 86
422, 19, 244
423, 17, 89
424, 14, 68
425, 16, 457
426, 12, 168
427, 12, 115
428, 22, 164
429, 18, 6
430, 18, 14
431, 19, 249
432, 45, 288
433, 26, 393
434, 11, 329
435, 29, 440
436, 26, 438
437, 16, 339
438, 12, 74
439, 58, 338
440, 17, 231
441, 13, 87
442, 22, 370
443, 19, 41
444, 15, 263
445, 15, 557
446, 29, 428
447, 24, 140
448, 24, 273
449, 91, 414
450, 16, 105
451, 18, 365
452, 14, 11
453, 15, 42
454, 35, 357
455, 20, 470
456, 72, 405
457, 12, 172
458, 12, 64
459, 17, 62
460, 15, 74
461, 26, 269
462, 15, 419
463, 42, 462
464, 17, 331
465, 16, 83
466, 20, 451
467, 14, 434
468, 9, 419
469, 14, 143
470, 15, 86
471, 35, 607
472, 19, 255
473, 16, 6
474, 15, 87
475, 53, 375
476, 24, 258
477, 34, 474
478, 18, 113
479, 44, 177
480, 7, 74
481, 14, 685
482, 21, 554
483, 20, 342
484, 13, 87
485, 22, 74
486, 19, 172
487, 39, 451
488, 22, 529
489, 14, 211
490, 15, 434
491, 27, 390
492, 20, 518
493, 16, 249
494, 12, 225
495, 15, 367
496, 15, 161
497, 16, 531
498, 22, 74
499, 21, 533
500, 35, 699
501, 35, 498
502, 28, 359
503, 35, 265
504, 16, 86
505, 28, 407
506, 17, 672
507, 19, 314
508, 20, 260
509, 20, 62
510, 18, 358
511, 11, 64
512, 24, 160
513, 22, 83
514, 24, 971
515, 26, 129
516, 21, 305
517, 33, 411
518, 13, 121
519, 32, 61
520, 20, 533
521, 25, 340
522, 45, 523
523, 15, 64
524, 4294967295, 0
525, 18, 358
526, 33, 413
527, 32, 547
528, 29, 271
529, 16, 452
530, 35, 293
531, 15, 367
532, 31, 162
533, 17, 187
534, 61, 813
535, 28, 777
536, 45, 287
537, 24, 52
538, 30, 498
539, 23, 160
540, 22, 549
541, 20, 82
542, 32, 419
543, 20, 93
544, 24, 450
545, 38, 24
546, 16, 184
547, 16, 113
548, 18, 169
549, 14, 44
550, 30, 106
551, 42, 69
552, 19, 131
553, 21, 340
554, 18, 340
555, 18, 409
556, 26, 464
557, 14, 133
558, 19, 451
559, 34, 166
560, 18, 459
561, 35, 462
562, 18, 568
563, 23, 82
564, 60, 748
565, 20, 44
566, 47, 499
567, 20, 82
568, 17, 457
569, 14, 161
570, 27, 360
571, 22, 285
572, 15, 282
573, 20, 12
574, 11, 280
575, 22, 351
576, 19, 160
577, 17, 142
578, 27, 577
579, 33, 592
580, 4294967295, 0
581, 16, 77
582, 31, 184
583, 84, 521
584, 21, 290
585, 20, 129
586, 26, 404
587, 36, 6
588, 22, 24
589, 25, 107
590, 19, 37
591, 15, 96
592, 16, 160
593, 18, 198
594, 19, 84
595, 95, 52
596, 56, 366
597, 19, 301
598, 30, 86
599, 50, 242
600, 16, 168
601, 18, 163
602, 40, 358
603, 136, 414
604, 40, 458
605, 89, 414
606, 92, 495
607, 23, 253
608, 21, 232
609, 39, 333
610, 21, 59
611, 19, 464
612, 14, 105
613, 38, 756
614, 54, 756
615, 21, 269
616, 34, 320
617, 33, 592
618, 27, 404
619, 22, 96
620, 39, 86
621, 22, 278
622, 38, 238
623, 54, 86
624, 34, 420
625, 40, 285
626, 68, 87
627, 30, 473
628, 18, 181
629, 32, 440
630, 34, 303
631, 16, 209
632, 24, 397
633, 4294967295, 0
634, 4294967295, 0
635, 63, 812
636, 38, 211
637, 35, 233
638, 22, 300
639, 61, 209
640, 30, 64
641, 17, 301
642, 33, 249
643, 40, 217
644, 34, 269
645, 24, 231
646, 36, 131
647, 27, 154
648, 4294967295, 0
649, 25, 84
650, 50, 215
651, 15, 173
652, 24, 108
653, 4294967295, 0
654, 15, 87
655, 16, 183
656, 29, 122
657, 23, 269
658, 4294967295, 0
659, 86, 377
660, 4294967295, 0
661, 19, 362
662, 21, 86
663, 19, 80
664, 31, 425
665, 15, 282
666, 21, 19
667, 25, 480
668, 42, 157
669, 39, 615
670, 4294967295, 0
671, 13, 480
672, 14, 249
673, 49, 495
674, 19, 19
675, 4294967295, 0
676, 17, 160
677, 62, 199
678, 23, 48
679, 22, 13
680, 123, 380
681, 25, 345
682, 35, 511
683, 17, 131
684, 4294967295, 0
685, 13, 63
686, 40, 114
687, 25, 107
688, 66, 543
689, 23, 543
690, 17, 86
691, 4294967295, 0
692, 88, 231
693, 18, 283
694, 28, 290
695, 15, 183
696, 31, 17
697, 37, 321
698, 17, 305
699, 27, 529
700, 23, 11
701, 40, 462
702, 26, 107
703, 4294967295, 0
704, 58, 107
705, 26, 232
706, 31, 585
707, 20, 61
708, 21, 125
709, 24, 185
710, 16, 189
711, 4294967295, 0
712, 50, 401
713, 59, 509
714, 26, 426
715, 63, 20
716, 62, 5
717, 14, 106
718, 31, 305
719, 41, 52
720, 26, 11
721, 31, 27
722, 15, 38
723, 39, 777
724, 18, 160
725, 41, 114
726, 51, 283
727, 48, 483
728, 29, 400
729, 22, 441
730, 30, 5
731, 4294967295, 0
732, 4294967295, 0
733, 55, 440
734, 26, 695
735, 19, 592
736, 55, 86
737, 104, 271
738, 20, 6
739, 18, 155
740, 62, 82
741, 37, 150
742, 33, 546
743, 55, 102
744, 4294967295, 0
745, 25, 453
746, 4294967295, 0
747, 21, 418
748, 30, 164
749, 18, 820
750, 4294967295, 0
751, 21, 167
752, 17, 82
753, 20, 860
754, 15, 441
755, 4294967295, 0
756, 19, 86
757, 69, 577
758, 29, 288
759, 68, 121
760, 23, 15
761, 100, 393
762, 90, 516
763, 62, 5
764, 28, 168
765, 34, 44
766, 34, 134
767, 16, 82
768, 23, 708
769, 16, 107
770, 23, 353
771, 11, 64
772, 4294967295, 0
773, 4294967295, 0
774, 26, 285
775, 108, 560
776, 17, 198
777, 20, 173
778, 23, 569
779, 80, 549
780, 78, 84
781, 28, 537
782, 54, 82
783, 21, 142
784, 87, 411
785, 14, 409
786, 53, 206
787, 52, 21
788, 4294967295, 0
789, 18, 654
790, 4294967295, 0
791, 43, 612
792, 101, 121
793, 59, 435
794, 64, 322
795, 24, 417
796, 43, 121
797, 49, 231
798, 4294967295, 0
799, 18, 166
800, 25, 615
801, 35, 41
802, 4294967295, 0
803, 18, 859
804, 35, 264
805, 45, 487
806, 52, 809
807, 54, 54
808, 4294967295, 0
809, 15, 211
810, 38, 244
811, 24, 77
812, 18, 373
813, 38, 544
814, 25, 58
815, 19, 859
816, 21, 548
817, 43, 493
818, 24, 92
819, 33, 461
820, 15, 169
821, 66, 160
822, 40, 86
823, 18, 19
824, 28, 191
825, 91, 923
826, 15, 63
827, 62, 506
828, 36, 612
829, 113, 523
830, 98, 452
831, 17, 258
832, 19, 131
833, 33, 249
834, 70, 107
835, 24, 493
836, 29, 523
837, 22, 107
838, 81, 45
839, 107, 377
840, 21, 562
841, 31, 397
842, 43, 96
843, 23, 567
844, 32, 971
845, 16, 481
846, 4294967295, 0
847, 19, 114
848, 41, 445
849, 16, 57
850, 27, 199
851, 26, 342
852, 34, 18
853, 79, 82
854, 21, 252
855, 16, 86
856, 17, 160
857, 57, 301
858, 4294967295, 0
859, 14, 105
860, 14, 900
861, 111, 350
862, 54, 777
863, 4294967295, 0
864, 67, 411
865, 25, 845
866, 48, 411
867, 51, 340
868, 28, 320
869, 30, 182
870, 40, 65
871, 91, 231
872, 17, 314
873, 26, 425
874, 18, 65
875, 4294967295, 0
876, 96, 564
877, 16, 184
878, 26, 27
879, 4294967295, 0
880, 14, 63
881, 24, 96
882, 65, 166
883, 22, 337
884, 42, 412
885, 11, 20
886, 37, 2
887, 92, 92
888, 113, 412
889, 29, 405
890, 63, 121
891, 36, 405
892, 19, 300
893, 47, 971
894, 100, 327
895, 91, 333
896, 20, 303
897, 79, 263
898, 47, 230
899, 41, 2
900, 11, 168
901, 4294967295, 0
902, 38, 5
903, 40, 191
904, 30, 321
905, 46, 297
906, 40, 160
907, 39, 342
908, 15, 395
909, 31, 209
910, 78, 65
911, 38, 189
912, 69, 526
913, 27, 213
914, 37, 860
915, 41, 38
916, 124, 414
917, 30, 820
918, 30, 593
919, 27, 263
920, 44, 435
921, 25, 138
922, 29, 956
923, 35, 326
924, 26, 209
925, 35, 89
926, 31, 210
927, 30, 931
928, 48, 211
929, 25, 164
930, 33, 931
931, 22, 240
932, 18, 427
933, 27, 447
934, 58, 268
935, 61, 936
936, 45, 546
937, 23, 100
938, 78, 611
939, 67, 572
940, 18, 128
941, 4294967295, 0
942, 106, 435
943, 4294967295, 0
944, 4294967295, 0
945, 35, 409
946, 84, 641
947, 35, 181
948, 53, 381
949, 20, 211
950, 16, 181
951, 38, 666
952, 39, 540
953, 28, 40
954, 30, 87
955, 39, 820
956, 23, 426
957, 18, 265
958, 15, 69
959, 53, 377
960, 83, 377
961, 66, 377
962, 23, 325
963, 26, 87
964, 48, 24
965, 102, 936
966, 93, 21
967, 39, 913
968, 81, 184
969, 40, 184
970, 67, 440
971, 23, 59
972, 76, 509
973, 83, 971
974, 33, 87
975, 88, 971
976, 27, 113
977, 20, 209
978, 41, 860
979, 4294967295, 0
980, 32, 13
981, 33, 411
982, 4294967295, 0
983, 38, 113
984, 31, 66
985, 90, 376
986, 32, 411
987, 15, 900
988, 56, 24
989, 67, 91
990, 16, 59
991, 17, 859
992, 4294967295, 0
993, 43, 408
994, 44, 6
995, 4294967295, 0
996, 17, 12
997, 30, 24
998, 95, 65
999, 28, 145
1000, 26, 232
1001, 20, 3
1002, 47, 560
1003, 41, 258
1004, 102, 55
