node, distance_to, predecessor
363, 234, 51
364, 182, 1760
365, 4294967295, 0
366, 4294967295, 0
367, 4294967295, 0
368, 4294967295, 0
369, 295, 18162
370, 332, 4501
371, 284, 4257
372, 339, 369
373, 292, 1611
374, 347, 369
375, 302, 369
376, 343, 369
377, 386, 369
378, 314, 369
379, 436, 36618
380, 536, 379
381, 437, 379
382, 473, 379
383, 243, 1115
384, 484, 379
385, 501, 379
386, 474, 379
387, 437, 379
388, 534, 379
389, 534, 379
390, 254, 16910
391, 272, 390
392, 321, 390
393, 362, 609
394, 403, 393
395, 228, 8408
396, 426, 393
397, 386, 393
398, 452, 393
399, 414, 393
400, 252, 27106
401, 345, 9944
402, 455, 393
403, 408, 393
404, 305, 279
405, 288, 279
406, 279, 5217
407, 223, 12738
408, 300, 279
409, 4294967295, 0
410, 4294967295, 0
411, 285, 7318
412, 4294967295, 0
413, 4294967295, 0
414, 276, 8186
415, 4294967295, 0
416, 363, 2537
417, 369, 4001
418, 4294967295, 0
419, 183, 12738
420, 4294967295, 0
421, 4294967295, 0
422, 4294967295, 0
423, 4294967295, 0
424, 4294967295, 0
425, 340, 3624
426, 266, 5163
427, 352, 2457
428, 4294967295, 0
429, 591, 11729
430, 332, 22597
431, 272, 53
432, 190, 15951
433, 305, 19392
434, 338, 431
435, 340, 431
436, 345, 431
437, 305, 431
438, 323, 21802
439, 304, 431
440, 284, 431
441, 4294967295, 0
442, 4294967295, 0
443, 4294967295, 0
444, 4294967295, 0
445, 389, 21863
446, 326, 10198
447, 298, 2077
448, 350, 23600
449, 138, 11107
450, 485, 445
451, 405, 24144
452, 400, 445
453, 458, 445
454, 292, 2872
455, 479, 445
456, 111, 11674
457, 142, 456
458, 104, 11674
459, 165, 456
460, 384, 28803
461, 404, 460
462, 332, 952
463, 428, 460
464, 427, 460
465, 301, 19165
466, 279, 11609
467, 360, 34078
468, 392, 460
469, 225, 2336
470, 206, 4619
471, 189, 15243
472, 358, 378
473, 168, 661
474, 214, 27204
475, 382, 378
476, 386, 378
477, 312, 5199
478, 281, 11782
479, 345, 378
480, 347, 378
481, 4294967295, 0
482, 522, 23313
483, 4294967295, 0
484, 228, 22868
485, 528, 35317
486, 213, 895
487, 4294967295, 0
488, 4294967295, 0
489, 236, 20853
490, 389, 36263
491, 325, 5042
492, 312, 18982
493, 375, 17994
494, 239, 15710
495, 266, 7938
496, 4294967295, 0
497, 4294967295, 0
498, 4294967295, 0
499, 4294967295, 0
500, 4294967295, 0
501, 4294967295, 0
502, 4294967295, 0
503, 211, 6394
504, 4294967295, 0
505, 4294967295, 0
506, 207, 5352
507, 364, 17976
508, 395, 507
509, 386, 4131
510, 308, 4723
511, 209, 27092
512, 217, 22397
513, 427, 509
514, 347, 12892
515, 474, 509
516, 206, 14008
517, 360, 6498
518, 286, 21374
519, 415, 509
520, 387, 475
521, 293, 33660
522, 328, 1974
523, 457, 475
524, 288, 19715
525, 321, 14986
526, 400, 475
527, 326, 11670
528, 197, 4356
529, 192, 7391
530, 4294967295, 0
531, 292, 652
532, 188, 12737
533, 438, 1801
534, 247, 12737
535, 312, 3898
536, 172, 12737
537, 181, 12737
538, 349, 1801
539, 256, 12737
540, 287, 3898
541, 274, 17801
542, 237, 5380
543, 300, 14051
544, 312, 541
545, 313, 5216
546, 326, 541
547, 310, 541
548, 363, 541
549, 372, 541
550, 348, 541
551, 324, 4528
552, 389, 3122
553, 350, 8541
554, 450, 139
555, 478, 139
556, 324, 11838
557, 400, 139
558, 424, 139
559, 445, 139
560, 214, 2661
561, 132, 4363
562, 235, 117
563, 195, 3320
564, 255, 2322
565, 309, 117
566, 236, 6715
567, 264, 117
568, 249, 6715
569, 262, 529
570, 230, 529
571, 263, 529
572, 273, 529
573, 252, 529
574, 263, 529
575, 246, 529
576, 210, 16345
577, 238, 529
578, 499, 28
579, 475, 28
580, 304, 1632
581, 492, 28
582, 474, 28
583, 521, 28
584, 500, 28
585, 440, 28
586, 437, 28
587, 388, 13321
588, 4294967295, 0
589, 240, 2784
590, 315, 20242
591, 181, 11100
592, 371, 26159
593, 201, 5197
594, 372, 590
595, 314, 22640
596, 292, 8681
597, 346, 590
598, 313, 13692
599, 443, 15309
600, 383, 16916
601, 270, 20170
602, 461, 599
603, 299, 28860
604, 478, 599
605, 304, 11368
606, 357, 6078
607, 510, 599
608, 496, 599
609, 312, 478
610, 358, 609
611, 398, 609
612, 345, 609
613, 326, 609
614, 344, 609
615, 409, 609
616, 361, 609
617, 285, 12593
618, 4294967295, 0
619, 4294967295, 0
620, 330, 18837
621, 4294967295, 0
622, 4294967295, 0
623, 275, 17904
624, 236, 9673
625, 307, 3624
626, 4294967295, 0
627, 192, 15243
628, 4294967295, 0
629, 298, 593
630, 279, 593
631, 276, 593
632, 223, 593
633, 225, 593
634, 292, 593
635, 266, 4838
636, 206, 593
637, 235, 593
638, 235, 593
639, 242, 52
640, 322, 639
641, 288, 639
642, 246, 639
643, 245, 639
644, 312, 639
645, 357, 629
646, 377, 2381
647, 362, 645
648, 406, 645
649, 352, 8900
650, 321, 6320
651, 436, 645
652, 268, 9812
653, 381, 645
654, 342, 19053
655, 252, 9812
656, 231, 4996
657, 166, 4996
658, 277, 202
659, 322, 202
660, 258, 202
661, 163, 4996
662, 249, 4996
663, 248, 202
664, 245, 202
665, 194, 11544
666, 4294967295, 0
667, 4294967295, 0
668, 355, 8938
669, 352, 17936
670, 218, 17379
671, 225, 896
672, 174, 9047
673, 404, 668
674, 397, 668
675, 364, 6937
676, 256, 5628
677, 227, 4561
678, 322, 6937
679, 253, 2647
680, 318, 679
681, 269, 679
682, 257, 679
683, 254, 679
684, 345, 679
685, 348, 679
686, 256, 679
687, 281, 679
688, 272, 679
689, 272, 679
690, 343, 679
691, 319, 1148
692, 266, 679
693, 369, 29247
694, 230, 4306
695, 270, 4355
696, 401, 27582
697, 419, 693
698, 219, 4390
699, 394, 693
700, 466, 693
701, 469, 693
702, 356, 3011
703, 437, 693
704, 244, 6255
705, 320, 704
706, 297, 704
707, 246, 704
708, 315, 704
709, 301, 10794
710, 272, 4366
711, 306, 704
712, 256, 704
713, 300, 704
714, 282, 5633
715, 318, 714
716, 312, 714
717, 309, 714
718, 298, 5539
719, 363, 714
720, 309, 714
721, 263, 1009
722, 320, 18008
723, 335, 13589
724, 381, 714
725, 255, 5108
726, 270, 6132
727, 320, 725
728, 261, 4246
729, 259, 9396
730, 262, 1175
731, 261, 725
732, 308, 725
733, 353, 725
734, 4294967295, 0
735, 258, 11830
736, 270, 22213
737, 308, 21990
738, 4294967295, 0
739, 333, 15224
740, 4294967295, 0
741, 4294967295, 0
742, 300, 2239
743, 4294967295, 0
744, 426, 34676
745, 466, 16275
746, 405, 1440
747, 354, 1151
748, 516, 744
749, 308, 17564
750, 297, 15076
751, 455, 744
752, 381, 749
753, 521, 744
754, 450, 744
755, 232, 3173
756, 243, 25318
757, 301, 755
758, 265, 755
759, 243, 755
760, 236, 11322
761, 272, 755
762, 215, 5276
763, 260, 755
764, 257, 755
765, 394, 14224
766, 433, 765
767, 318, 5128
768, 244, 6262
769, 454, 765
770, 252, 20213
771, 455, 7200
772, 252, 10312
773, 467, 765
774, 467, 765
775, 321, 1872
776, 220, 6956
777, 179, 11107
778, 217, 51
779, 265, 1760
780, 265, 51
781, 522, 7630
782, 418, 5679
783, 536, 35329
784, 251, 3785
785, 250, 2241
786, 311, 18003
787, 528, 781
788, 300, 18003
789, 585, 781
790, 295, 3008
791, 4294967295, 0
792, 4294967295, 0
793, 355, 18015
794, 267, 4966
795, 298, 27882
796, 350, 12538
797, 375, 680
798, 382, 680
799, 388, 26319
800, 371, 680
801, 192, 3363
802, 305, 6924
803, 362, 802
804, 404, 802
805, 299, 4112
806, 330, 802
807, 403, 802
808, 325, 13152
809, 342, 802
810, 311, 802
811, 384, 802
812, 255, 17998
813, 323, 4989
814, 297, 812
815, 4294967295, 0
816, 274, 8041
817, 279, 8041
818, 312, 249
819, 235, 249
820, 236, 2753
821, 392, 23123
822, 229, 4895
823, 230, 4645
824, 231, 249
825, 307, 11535
826, 329, 12468
827, 224, 31896
828, 416, 8496
829, 345, 826
830, 412, 826
831, 429, 826
832, 422, 826
833, 340, 826
834, 354, 826
835, 416, 826
836, 342, 12942
837, 411, 836
838, 237, 20137
839, 247, 27701
840, 386, 836
841, 337, 763
842, 304, 763
843, 345, 763
844, 340, 763
845, 297, 763
846, 353, 763
847, 285, 763
848, 290, 763
849, 244, 35792
850, 302, 3021
851, 367, 850
852, 272, 23838
853, 307, 23838
854, 379, 850
855, 307, 850
856, 222, 528
857, 307, 25882
858, 308, 850
859, 367, 850
860, 307, 10169
861, 290, 20221
862, 255, 10794
863, 308, 6049
864, 368, 861
865, 277, 4355
866, 390, 861
867, 260, 8448
868, 307, 24368
869, 327, 861
870, 294, 861
871, 298, 861
872, 363, 2742
873, 317, 6900
874, 254, 534
875, 254, 534
876, 199, 9366
877, 255, 5178
878, 261, 9673
879, 148, 11103
880, 256, 534
881, 253, 9673
882, 247, 1255
883, 4294967295, 0
884, 283, 212
885, 4294967295, 0
886, 439, 10324
887, 4294967295, 0
888, 4294967295, 0
889, 4294967295, 0
890, 4294967295, 0
891, 4294967295, 0
892, 333, 4914
893, 282, 18698
894, 220, 4996
895, 184, 4996
896, 209, 4996
897, 335, 598
898, 168, 4996
899, 207, 4996
900, 345, 2844
901, 292, 10428
902, 296, 2086
903, 270, 237
904, 382, 592
905, 287, 7764
906, 303, 4589
907, 454, 592
908, 445, 592
909, 291, 8938
910, 396, 592
911, 375, 592
912, 4294967295, 0
913, 340, 1799
914, 193, 11100
915, 362, 786
916, 361, 26907
917, 371, 915
918, 382, 915
919, 377, 915
920, 431, 915
921, 372, 15789
922, 355, 11837
923, 384, 915
924, 373, 915
925, 308, 161
926, 4294967295, 0
927, 291, 14094
928, 440, 31596
929, 252, 4820
930, 4294967295, 0
931, 4294967295, 0
932, 4294967295, 0
933, 4294967295, 0
934, 4294967295, 0
935, 254, 29422
936, 316, 10459
937, 4294967295, 0
938, 120, 6
939, 4294967295, 0
940, 280, 2978
941, 300, 32306
942, 4294967295, 0
943, 253, 18974
944, 251, 7567
945, 4294967295, 0
946, 279, 24131
947, 4294967295, 0
948, 399, 788
949, 267, 867
950, 399, 788
951, 286, 28935
952, 300, 1474
953, 260, 9107
954, 189, 898
955, 271, 14088
956, 253, 3255
957, 4294967295, 0
958, 332, 14789
959, 277, 4527
960, 281, 18630
961, 322, 232
962, 359, 232
963, 394, 232
964, 386, 232
965, 401, 232
966, 353, 232
967, 323, 232
968, 404, 232
969, 270, 6076
970, 451, 968
971, 471, 968
972, 435, 968
973, 268, 5937
974, 468, 968
975, 318, 5382
976, 397, 23955
977, 485, 968
978, 283, 12956
979, 259, 34864
980, 350, 979
981, 260, 32119
982, 275, 981
983, 283, 981
984, 330, 981
985, 288, 13745
986, 195, 3123
987, 344, 981
988, 279, 981
989, 283, 981
990, 300, 981
991, 229, 9303
992, 260, 358
993, 353, 992
994, 186, 17904
995, 248, 6073
996, 201, 1953
997, 359, 992
998, 354, 992
999, 348, 992
1000, 330, 992
1001, 268, 992
1002, 227, 22868
1003, 232, 4306
1004, 229, 419
1005, 312, 1003
1006, 234, 419
1007, 255, 894
1008, 263, 6825
1009, 217, 17904
1010, 231, 894
1011, 258, 5951
1012, 270, 2006
1013, 279, 1003
1014, 316, 10619
1015, 395, 1014
1016, 235, 6080
1017, 356, 1014
1018, 385, 17701
1019, 391, 1014
1020, 402, 1014
1021, 355, 1014
1022, 299, 5790
1023, 348, 1014
1024, 4294967295, 0
1025, 303, 26145
1026, 4294967295, 0
1027, 4294967295, 0
1028, 279, 3392
1029, 294, 1978
1030, 420, 597
1031, 386, 597
1032, 336, 4774
1033, 378, 597
1034, 374, 16059
1035, 418, 597
1036, 386, 597
1037, 380, 597
1038, 394, 4949
1039, 469, 1038
1040, 461, 1038
1041, 477, 1038
1042, 387, 11716
1043, 420, 24998
1044, 252, 5227
1045, 414, 1038
1046, 246, 4773
1047, 404, 1038
1048, 4294967295, 0
1049, 4294967295, 0
1050, 4294967295, 0
1051, 372, 22337
1052, 4294967295, 0
1053, 377, 28239
1054, 450, 34983
1055, 4294967295, 0
1056, 355, 25217
1057, 4294967295, 0
1058, 4294967295, 0
1059, 4294967295, 0
1060, 287, 2293
1061, 220, 4839
1062, 307, 8542
1063, 663, 20939
1064, 337, 20358
1065, 4294967295, 0
1066, 4294967295, 0
1067, 357, 4217
1068, 4294967295, 0
1069, 4294967295, 0
1070, 259, 5115
1071, 323, 1070
1072, 300, 1070
1073, 270, 1070
1074, 355, 1070
1075, 327, 1070
1076, 268, 1070
1077, 340, 1070
1078, 262, 5095
1079, 278, 1070
1080, 263, 1070
1081, 306, 24265
1082, 303, 28041
1083, 352, 1081
1084, 254, 1262
1085, 299, 19798
1086, 323, 4485
1087, 375, 1081
1088, 313, 1081
1089, 180, 6722
1090, 330, 1081
1091, 295, 15702
1092, 363, 1091
1093, 355, 1091
1094, 4294967295, 0
1095, 4294967295, 0
1096, 4294967295, 0
1097, 326, 2935
1098, 4294967295, 0
1099, 4294967295, 0
1100, 4294967295, 0
1101, 4294967295, 0
1102, 203, 13733
1103, 390, 1154
1104, 336, 7132
1105, 206, 1804
1106, 205, 5446
1107, 192, 9535
1108, 205, 1804
1109, 250, 5446
1110, 239, 9245
1111, 264, 1804
1112, 197, 1804
1113, 258, 5983
1114, 312, 5983
1115, 221, 3898
1116, 222, 1115
1117, 172, 2595
1118, 311, 1115
1119, 241, 1115
1120, 212, 4356
1121, 250, 1115
1122, 246, 1115
1123, 238, 1115
1124, 226, 1115
1125, 384, 16832
1126, 444, 1125
1127, 226, 5017
1128, 234, 21515
1129, 393, 1125
1130, 482, 1125
1131, 369, 13589
1132, 449, 1125
1133, 468, 1125
1134, 385, 1125
1135, 133, 6456
1136, 4294967295, 0
1137, 208, 14409
1138, 4294967295, 0
1139, 214, 14409
1140, 4294967295, 0
1141, 354, 13641
1142, 164, 14409
1143, 171, 898
1144, 194, 1242
1145, 4294967295, 0
1146, 283, 1336
1147, 242, 4408
1148, 291, 17004
1149, 297, 26346
1150, 308, 4481
1151, 346, 1146
1152, 212, 26158
1153, 336, 1146
1154, 311, 23392
1155, 207, 2647
1156, 213, 2195
1157, 229, 532
1158, 258, 20782
1159, 225, 532
1160, 263, 532
1161, 214, 1107
1162, 242, 4974
1163, 229, 512
1164, 277, 1107
1165, 261, 532
1166, 196, 1107
1167, 4294967295, 0
1168, 288, 19404
1169, 193, 3320
1170, 327, 1416
1171, 352, 7483
1172, 4294967295, 0
1173, 271, 30085
1174, 4294967295, 0
1175, 217, 898
1176, 282, 1175
1177, 311, 1175
1178, 227, 1175
1179, 236, 1175
1180, 295, 1175
1181, 258, 1175
1182, 268, 1175
1183, 279, 1175
1184, 229, 1175
1185, 244, 3155
1186, 340, 1185
1187, 313, 1185
1188, 296, 1185
1189, 303, 1185
1190, 251, 8783
1191, 339, 1190
1192, 350, 1190
1193, 223, 3208
1194, 298, 1190
1195, 235, 1539
1196, 343, 1190
1197, 271, 1190
1198, 285, 1190
1199, 293, 1190
1200, 294, 1190
1201, 4294967295, 0
1202, 4294967295, 0
1203, 338, 19367
1204, 4294967295, 0
1205, 392, 1051
1206, 249, 10869
1207, 258, 7764
1208, 322, 4205
1209, 4294967295, 0
1210, 4294967295, 0
1211, 95, 6
1212, 319, 8909
1213, 401, 1212
1214, 331, 1212
1215, 380, 1212
1216, 298, 8413
1217, 326, 8779
1218, 408, 1212
1219, 390, 1212
1220, 335, 1212
1221, 331, 1212
1222, 368, 1212
1223, 4294967295, 0
1224, 295, 20282
1225, 254, 9754
1226, 4294967295, 0
1227, 340, 19321
1228, 4294967295, 0
1229, 349, 6082
1230, 258, 2753
1231, 290, 10794
1232, 4294967295, 0
1233, 256, 9482
1234, 295, 1233
1235, 385, 1151
1236, 431, 1151
1237, 279, 865
1238, 251, 9109
1239, 410, 1151
1240, 401, 1151
1241, 438, 1151
1242, 184, 536
1243, 188, 16973
1244, 4294967295, 0
1245, 423, 14146
1246, 251, 1110
1247, 4294967295, 0
1248, 304, 820
1249, 398, 169
1250, 275, 11256
1251, 364, 2801
1252, 4294967295, 0
1253, 4294967295, 0
1254, 268, 1659
1255, 237, 576
1256, 337, 1255
1257, 292, 1255
1258, 267, 1255
1259, 297, 1255
1260, 260, 1255
1261, 292, 1255
1262, 241, 1156
1263, 278, 1262
1264, 253, 12355
1265, 304, 7785
1266, 320, 1262
1267, 272, 1262
1268, 258, 1262
1269, 318, 1262
1270, 297, 1262
1271, 265, 528
1272, 528, 29430
1273, 356, 13071
1274, 554, 1272
1275, 4294967295, 0
1276, 4294967295, 0
1277, 480, 2139
1278, 345, 7896
1279, 407, 14993
1280, 266, 2028
1281, 343, 11145
1282, 318, 14997
1283, 264, 7121
1284, 254, 7656
1285, 4294967295, 0
1286, 4294967295, 0
1287, 4294967295, 0
1288, 399, 6145
1289, 4294967295, 0
1290, 4294967295, 0
1291, 4294967295, 0
1292, 232, 136
1293, 207, 7567
1294, 220, 3898
1295, 314, 1294
1296, 273, 1294
1297, 256, 10436
1298, 246, 1294
1299, 313, 1294
1300, 281, 1294
1301, 226, 1294
1302, 251, 1294
1303, 242, 1294
1304, 278, 1294
1305, 205, 222
1306, 211, 18780
1307, 255, 222
1308, 178, 1760
1309, 244, 222
1310, 203, 222
1311, 223, 222
1312, 230, 222
1313, 205, 222
1314, 417, 1053
1315, 436, 1053
1316, 408, 36447
1317, 314, 36342
1318, 384, 1053
1319, 470, 1053
1320, 381, 1619
1321, 318, 6888
1322, 329, 28131
1323, 367, 11702
1324, 257, 5266
1325, 466, 1323
1326, 292, 20945
1327, 463, 1323
1328, 368, 1323
1329, 445, 1323
1330, 393, 1323
1331, 224, 8412
1332, 309, 1148
1333, 414, 1323
1334, 316, 231
1335, 279, 2193
1336, 268, 9118
1337, 322, 16459
1338, 202, 15327
1339, 280, 292
1340, 277, 15327
1341, 346, 231
1342, 297, 4552
1343, 195, 2661
1344, 335, 1148
1345, 334, 1148
1346, 324, 1148
1347, 347, 1148
1348, 230, 9047
1349, 288, 5762
1350, 212, 22191
1351, 220, 2817
1352, 192, 9047
1353, 315, 13994
1354, 266, 4252
1355, 288, 175
1356, 257, 5762
1357, 243, 2648
1358, 235, 15829
1359, 4294967295, 0
1360, 4294967295, 0
1361, 4294967295, 0
1362, 4294967295, 0
1363, 344, 3845
1364, 4294967295, 0
1365, 342, 60
1366, 4294967295, 0
1367, 283, 26837
1368, 4294967295, 0
1369, 4294967295, 0
1370, 4294967295, 0
1371, 4294967295, 0
1372, 4294967295, 0
1373, 4294967295, 0
1374, 291, 8312
1375, 466, 24729
1376, 310, 27370
1377, 439, 11540
1378, 4294967295, 0
1379, 210, 7625
1380, 321, 1154
1381, 326, 1154
1382, 294, 4384
1383, 396, 1154
1384, 377, 1154
1385, 340, 15877
1386, 345, 31894
1387, 299, 15892
1388, 399, 1154
1389, 4294967295, 0
1390, 4294967295, 0
1391, 213, 2192
1392, 308, 1367
1393, 314, 29067
1394, 311, 1367
1395, 301, 1367
1396, 315, 1367
1397, 331, 1367
1398, 356, 1367
1399, 344, 1367
1400, 340, 1367
1401, 4294967295, 0
1402, 206, 27204
1403, 528, 2278
1404, 304, 1078
1405, 230, 1953
1406, 4294967295, 0
1407, 4294967295, 0
1408, 649, 36641
1409, 4294967295, 0
1410, 4294967295, 0
1411, 4294967295, 0
1412, 262, 395
1413, 264, 823
1414, 315, 823
1415, 267, 823
1416, 269, 823
1417, 317, 823
1418, 233, 823
1419, 300, 823
1420, 314, 823
1421, 249, 329
1422, 242, 7641
1423, 213, 7891
1424, 238, 329
1425, 298, 329
1426, 306, 329
1427, 223, 15327
1428, 235, 329
1429, 281, 329
1430, 200, 16686
1431, 241, 17338
1432, 292, 1430
1433, 265, 1430
1434, 267, 1430
1435, 245, 1430
1436, 208, 1430
1437, 246, 1430
1438, 201, 1430
1439, 297, 1430
1440, 368, 1456
1441, 263, 7441
1442, 377, 465
1443, 388, 1440
1444, 389, 9797
1445, 220, 11042
1446, 440, 1440
1447, 439, 1440
1448, 420, 1440
1449, 263, 21104
1450, 342, 14155
1451, 255, 1110
1452, 365, 1450
1453, 230, 4932
1454, 343, 6120
1455, 401, 1450
1456, 316, 2876
1457, 349, 2394
1458, 412, 33206
1459, 387, 1450
1460, 312, 18019
1461, 165, 4
1462, 391, 1400
1463, 361, 1400
1464, 387, 1400
1465, 328, 21275
1466, 430, 1400
1467, 286, 1659
1468, 343, 1400
1469, 269, 4112
1470, 242, 34864
1471, 352, 1469
1472, 290, 1469
1473, 324, 1469
1474, 223, 5446
1475, 338, 1469
1476, 289, 1469
1477, 350, 1469
1478, 295, 1469
1479, 337, 1469
1480, 313, 11097
1481, 407, 565
1482, 383, 565
1483, 314, 565
1484, 382, 565
1485, 328, 565
1486, 338, 565
1487, 251, 2968
1488, 367, 565
1489, 347, 565
1490, 4294967295, 0
1491, 386, 32335
1492, 4294967295, 0
1493, 234, 35128
1494, 350, 6328
1495, 242, 21515
1496, 206, 17034
1497, 169, 2986
1498, 4294967295, 0
1499, 403, 28111
1500, 278, 19663
1501, 242, 670
1502, 239, 670
1503, 250, 670
1504, 297, 20679
1505, 298, 670
1506, 231, 670
1507, 4294967295, 0
1508, 215, 4423
1509, 275, 20072
