node, distance_to, predecessor
393, 247, 1807
394, 236, 3923
395, 190, 115
396, 196, 115
397, 187, 115
398, 227, 115
399, 214, 344
400, 219, 1655
401, 243, 115
402, 180, 115
403, 236, 115
404, 220, 115
405, 249, 2403
406, 276, 123
407, 228, 1765
408, 189, 120
409, 221, 827
410, 226, 524
411, 166, 827
412, 214, 3583
413, 191, 277
414, 345, 123
415, 172, 838
416, 286, 122
417, 303, 122
418, 298, 122
419, 225, 248
420, 263, 124
421, 236, 124
422, 201, 765
423, 197, 124
424, 229, 5029
425, 221, 124
426, 199, 124
427, 263, 124
428, 270, 124
429, 235, 128
430, 209, 128
431, 160, 128
432, 223, 128
433, 186, 128
434, 196, 128
435, 201, 128
436, 173, 128
437, 202, 128
438, 250, 2178
439, 201, 120
440, 188, 120
441, 254, 120
442, 235, 120
443, 232, 2337
444, 238, 120
445, 184, 120
446, 309, 130
447, 279, 130
448, 228, 2409
449, 213, 781
450, 260, 3224
451, 238, 528
452, 313, 130
453, 181, 1504
454, 248, 1188
455, 235, 3578
456, 200, 131
457, 222, 131
458, 229, 566
459, 244, 566
460, 215, 131
461, 274, 1588
462, 205, 131
463, 224, 131
464, 211, 132
465, 263, 132
466, 245, 2613
467, 240, 132
468, 201, 5058
469, 256, 601
470, 227, 125
471, 272, 125
472, 249, 125
473, 253, 153
474, 226, 125
475, 188, 239
476, 248, 125
477, 265, 125
478, 227, 125
479, 207, 125
480, 270, 2286
481, 203, 1145
482, 264, 121
483, 263, 121
484, 245, 265
485, 302, 121
486, 245, 121
487, 241, 121
488, 204, 2066
489, 273, 1805
490, 217, 78
491, 200, 78
492, 241, 78
493, 191, 137
494, 174, 137
495, 192, 137
496, 170, 137
497, 189, 137
498, 189, 137
499, 196, 137
500, 195, 501
501, 188, 137
502, 197, 97
503, 228, 141
504, 171, 141
505, 186, 141
506, 180, 141
507, 225, 141
508, 161, 141
509, 193, 141
510, 221, 141
511, 151, 141
512, 173, 116
513, 206, 144
514, 157, 144
515, 214, 144
516, 221, 144
517, 214, 144
518, 204, 240
519, 162, 144
520, 154, 144
521, 182, 147
522, 234, 147
523, 176, 147
524, 203, 147
525, 265, 147
526, 213, 147
527, 189, 147
528, 195, 147
529, 253, 147
530, 213, 148
531, 280, 148
532, 288, 148
533, 258, 148
534, 207, 2050
535, 255, 148
536, 260, 148
537, 293, 6143
538, 203, 2151
539, 223, 150
540, 208, 568
541, 216, 150
542, 270, 150
543, 192, 150
544, 239, 150
545, 222, 150
546, 178, 150
547, 230, 261
548, 249, 153
549, 213, 153
550, 251, 153
551, 212, 153
552, 266, 153
553, 262, 153
554, 225, 153
555, 251, 153
556, 196, 157
557, 232, 157
558, 262, 2221
559, 275, 157
560, 195, 157
561, 215, 1048
562, 267, 157
563, 259, 157
564, 220, 1839
565, 215, 2151
566, 225, 1835
567, 165, 1145
568, 199, 2485
569, 258, 5335
570, 205, 162
571, 244, 162
572, 203, 411
573, 175, 162
574, 236, 162
575, 246, 162
576, 197, 162
577, 241, 2738
578, 189, 162
579, 173, 162
580, 199, 154
581, 206, 154
582, 181, 154
583, 211, 582
584, 182, 154
585, 185, 154
586, 179, 154
587, 257, 154
588, 224, 154
589, 258, 165
590, 209, 165
591, 274, 165
592, 202, 165
593, 224, 165
594, 229, 165
595, 224, 408
596, 252, 314
597, 228, 5920
598, 234, 165
599, 227, 166
600, 244, 2467
601, 235, 464
602, 237, 2296
603, 289, 4643
604, 226, 792
605, 189, 858
606, 247, 889
607, 317, 166
608, 240, 1128
609, 188, 167
610, 195, 167
611, 189, 167
612, 215, 1159
613, 243, 167
614, 219, 167
615, 251, 2996
616, 186, 167
617, 232, 410
618, 327, 168
619, 232, 308
620, 225, 9882
621, 235, 568
622, 199, 2602
623, 306, 3903
624, 251, 3060
625, 256, 1052
626, 280, 6734
627, 143, 234
628, 242, 267
629, 214, 171
630, 250, 171
631, 210, 171
632, 271, 3109
633, 220, 2364
634, 299, 5442
635, 258, 175
636, 224, 1109
637, 253, 277
638, 198, 277
639, 235, 180
640, 242, 430
641, 230, 176
642, 214, 1655
643, 257, 6415
644, 234, 6415
645, 304, 176
646, 235, 1306
647, 223, 2913
648, 234, 3684
649, 228, 2337
650, 253, 1236
651, 331, 180
652, 202, 6168
653, 328, 2810
654, 204, 29
655, 321, 181
656, 312, 181
657, 254, 2006
658, 335, 5207
659, 238, 1031
660, 211, 2066
661, 207, 5217
662, 345, 181
663, 253, 5861
664, 283, 183
665, 249, 184
666, 295, 8977
667, 298, 184
668, 246, 184
669, 225, 184
670, 242, 184
671, 286, 184
672, 237, 7160
673, 256, 184
674, 244, 961
675, 218, 198
676, 272, 189
677, 259, 3889
678, 267, 189
679, 249, 1042
680, 279, 8660
681, 267, 189
682, 323, 189
683, 208, 8179
684, 310, 3164
685, 229, 1656
686, 211, 256
687, 284, 1065
688, 270, 4139
689, 269, 192
690, 356, 192
691, 157, 234
692, 281, 192
693, 253, 1373
694, 258, 3861
695, 244, 349
696, 237, 2660
697, 242, 601
698, 220, 277
699, 244, 3020
700, 179, 193
701, 275, 2917
702, 223, 2045
703, 232, 195
704, 256, 195
705, 256, 195
706, 256, 195
707, 251, 195
708, 274, 198
709, 212, 198
710, 224, 3153
711, 221, 1747
712, 224, 198
713, 225, 198
714, 243, 3624
715, 288, 170
716, 279, 170
717, 276, 410
718, 234, 2415
719, 262, 758
720, 226, 2691
721, 262, 1368
722, 277, 3630
723, 245, 8179
724, 285, 3220
725, 203, 2409
726, 233, 200
727, 257, 1932
728, 260, 200
729, 265, 200
730, 167, 136
731, 206, 498
732, 273, 200
733, 250, 3210
734, 242, 201
735, 214, 2905
736, 189, 3687
737, 266, 201
738, 193, 201
739, 221, 445
740, 205, 201
741, 284, 1281
742, 204, 201
743, 252, 4437
744, 276, 2734
745, 273, 207
746, 279, 2891
747, 320, 207
748, 270, 207
749, 280, 1356
750, 155, 81
751, 349, 207
752, 246, 2050
753, 271, 206
754, 258, 3109
755, 233, 206
756, 164, 14
757, 244, 1256
758, 203, 862
759, 235, 3075
760, 257, 628
761, 217, 493
762, 237, 2683
763, 207, 493
764, 276, 327
765, 184, 354
766, 238, 475
767, 277, 213
768, 203, 236
769, 290, 218
770, 220, 218
771, 220, 218
772, 238, 218
773, 195, 236
774, 233, 218
775, 175, 220
776, 239, 220
777, 201, 220
778, 221, 220
779, 182, 220
780, 178, 220
781, 187, 2619
782, 240, 220
783, 203, 220
784, 181, 221
785, 274, 223
786, 245, 223
787, 227, 2407
788, 304, 223
789, 308, 223
790, 298, 223
791, 228, 223
792, 216, 223
793, 219, 1538
794, 255, 859
795, 236, 1538
796, 245, 703
797, 236, 229
798, 245, 229
799, 277, 229
800, 254, 229
801, 172, 6479
802, 203, 229
803, 210, 1198
804, 132, 234
805, 192, 234
806, 168, 292
807, 158, 234
808, 129, 234
809, 175, 234
810, 140, 235
811, 191, 235
812, 193, 235
813, 230, 235
814, 174, 235
815, 146, 235
816, 188, 235
817, 178, 235
818, 153, 235
819, 202, 237
820, 212, 84
821, 227, 237
822, 241, 237
823, 246, 237
824, 268, 237
825, 212, 237
826, 142, 238
827, 164, 238
828, 206, 238
829, 187, 238
830, 202, 238
831, 239, 238
832, 195, 1305
833, 225, 238
834, 216, 4657
835, 233, 238
836, 242, 194
837, 223, 236
838, 161, 236
839, 188, 236
840, 207, 2419
841, 181, 236
842, 219, 841
843, 122, 240
844, 167, 240
845, 157, 240
846, 212, 240
847, 164, 240
848, 151, 240
849, 246, 242
850, 201, 1116
851, 197, 1324
852, 241, 242
853, 248, 3468
854, 262, 242
855, 236, 3134
856, 182, 7040
857, 248, 3021
858, 161, 248
859, 248, 248
860, 168, 248
861, 160, 248
862, 167, 248
863, 260, 1819
864, 296, 6647
865, 255, 3109
866, 285, 4095
867, 216, 506
868, 406, 251
869, 332, 251
870, 237, 557
871, 232, 97
872, 249, 97
873, 221, 97
874, 220, 433
875, 224, 1819
876, 198, 97
877, 244, 97
878, 201, 97
879, 184, 97
880, 181, 97
881, 181, 97
882, 219, 97
883, 211, 3698
884, 207, 97
885, 264, 97
886, 269, 3565
887, 272, 527
888, 226, 6137
889, 234, 1619
890, 285, 5152
891, 291, 253
892, 207, 768
893, 199, 495
894, 293, 252
895, 297, 6794
896, 259, 474
897, 240, 526
898, 271, 688
899, 336, 252
900, 235, 3627
901, 245, 871
902, 231, 1639
903, 240, 781
904, 322, 2810
905, 309, 4342
906, 301, 254
907, 249, 2433
908, 288, 6336
909, 317, 3504
910, 248, 3826
911, 231, 239
912, 268, 239
913, 199, 453
914, 237, 239
915, 251, 239
916, 220, 239
917, 189, 239
918, 164, 256
919, 261, 256
920, 261, 256
921, 181, 256
922, 230, 256
923, 196, 256
924, 333, 4830
925, 285, 633
926, 234, 2738
927, 284, 7338
928, 263, 267
929, 251, 750
930, 260, 2532
931, 263, 2940
932, 266, 3245
933, 247, 9768
934, 225, 261
935, 275, 938
936, 253, 261
937, 245, 261
938, 238, 261
939, 273, 3139
940, 238, 1186
941, 261, 261
942, 313, 262
943, 288, 2416
944, 309, 262
945, 218, 506
946, 273, 3001
947, 281, 1669
948, 275, 6849
949, 255, 1665
950, 261, 264
951, 275, 264
952, 149, 1145
953, 291, 264
954, 250, 264
955, 282, 264
956, 270, 698
957, 259, 911
958, 238, 126
959, 241, 267
960, 254, 1177
961, 177, 1655
962, 324, 267
963, 261, 1353
964, 264, 1685
965, 234, 825
966, 228, 7338
967, 266, 268
968, 305, 268
969, 274, 1236
970, 246, 268
971, 285, 268
972, 245, 268
973, 228, 268
974, 221, 268
975, 163, 260
976, 149, 260
977, 222, 2006
978, 203, 260
979, 173, 260
980, 190, 260
981, 183, 260
982, 211, 2138
983, 235, 2306
984, 239, 1608
985, 206, 3022
986, 236, 1315
987, 197, 3133
988, 242, 5594
989, 199, 1765
990, 247, 3282
991, 260, 273
992, 197, 1072
993, 201, 3554
994, 299, 273
995, 346, 273
996, 240, 6479
997, 271, 275
998, 189, 275
999, 197, 275
1000, 234, 275
1001, 198, 856
1002, 231, 275
1003, 226, 275
1004, 209, 275
1005, 251, 2455
1006, 257, 277
1007, 225, 277
1008, 232, 844
1009, 224, 277
1010, 225, 277
1011, 209, 1904
1012, 215, 1953
1013, 241, 266
1014, 202, 81
1015, 302, 1448
1016, 240, 458
1017, 232, 266
1018, 248, 2543
1019, 258, 266
1020, 221, 6137
1021, 236, 4752
1022, 195, 3550
1023, 336, 244
1024, 212, 2071
1025, 218, 3181
1026, 295, 576
1027, 299, 5144
1028, 261, 265
1029, 267, 265
1030, 242, 265
1031, 211, 3710
1032, 299, 1927
1033, 240, 265
1034, 236, 265
1035, 234, 280
1036, 228, 280
1037, 252, 280
1038, 257, 280
1039, 198, 280
1040, 253, 280
1041, 273, 280
1042, 221, 1904
1043, 256, 280
1044, 273, 270
1045, 223, 270
1046, 270, 270
1047, 288, 1927
1048, 166, 858
1049, 205, 270
1050, 214, 270
1051, 214, 270
1052, 254, 270
1053, 255, 3807
1054, 204, 2408
1055, 249, 1807
1056, 225, 1184
1057, 253, 3583
1058, 223, 10033
1059, 273, 287
1060, 220, 287
1061, 271, 5284
1062, 232, 287
1063, 259, 287
1064, 216, 287
1065, 279, 287
1066, 151, 289
1067, 234, 289
1068, 201, 289
1069, 227, 289
1070, 234, 289
1071, 222, 289
1072, 187, 289
1073, 295, 6815
1074, 259, 8458
1075, 218, 1664
1076, 331, 286
1077, 204, 315
1078, 246, 286
1079, 208, 811
1080, 287, 1332
1081, 325, 286
1082, 176, 292
1083, 154, 292
1084, 199, 292
1085, 154, 292
1086, 173, 292
1087, 168, 292
1088, 146, 292
1089, 156, 292
1090, 233, 829
1091, 201, 190
1092, 236, 295
1093, 262, 5947
1094, 280, 300
1095, 226, 348
1096, 366, 300
1097, 290, 7036
1098, 363, 300
1099, 268, 3947
1100, 276, 9282
1101, 206, 3850
1102, 302, 3403
1103, 259, 1846
1104, 193, 1145
1105, 258, 305
1106, 291, 305
1107, 261, 5049
1108, 265, 305
1109, 222, 2940
1110, 296, 3565
1111, 284, 1652
1112, 288, 308
1113, 270, 308
1114, 249, 308
1115, 220, 3212
1116, 194, 136
1117, 252, 299
1118, 368, 306
1119, 218, 386
1120, 264, 314
1121, 240, 314
1122, 248, 314
1123, 229, 314
1124, 283, 314
1125, 204, 433
1126, 232, 5270
1127, 225, 314
1128, 230, 826
1129, 242, 314
1130, 203, 1145
1131, 286, 314
1132, 232, 2672
1133, 233, 314
1134, 293, 314
1135, 249, 1332
1136, 279, 2346
1137, 296, 314
1138, 276, 2484
1139, 321, 314
1140, 219, 316
1141, 234, 316
1142, 150, 316
1143, 184, 316
1144, 189, 316
1145, 147, 316
1146, 156, 316
1147, 171, 316
1148, 202, 317
1149, 228, 317
1150, 256, 317
1151, 235, 317
1152, 216, 317
1153, 207, 317
1154, 215, 317
1155, 237, 317
1156, 204, 317
1157, 222, 315
1158, 252, 315
1159, 202, 315
1160, 251, 871
1161, 226, 315
1162, 213, 315
1163, 265, 315
1164, 213, 315
1165, 200, 527
1166, 269, 318
1167, 286, 318
1168, 282, 318
1169, 235, 1513
1170, 232, 318
1171, 229, 318
1172, 236, 408
1173, 288, 318
1174, 184, 355
1175, 221, 327
1176, 210, 1372
1177, 218, 327
1178, 267, 8179
1179, 213, 327
1180, 210, 328
1181, 207, 328
1182, 181, 328
1183, 211, 328
1184, 182, 328
1185, 239, 328
1186, 229, 3802
1187, 267, 331
1188, 226, 331
1189, 196, 331
1190, 202, 4268
1191, 213, 4980
1192, 213, 331
1193, 267, 331
1194, 190, 331
1195, 264, 331
1196, 202, 439
1197, 284, 397
1198, 198, 136
1199, 237, 1283
1200, 305, 335
1201, 288, 335
1202, 225, 2482
1203, 222, 343
1204, 257, 1324
1205, 314, 5107
1206, 253, 343
1207, 287, 343
1208, 205, 343
1209, 271, 343
1210, 262, 133
1211, 210, 1314
1212, 238, 344
1213, 281, 344
1214, 239, 344
1215, 236, 344
1216, 262, 344
1217, 216, 344
1218, 215, 345
1219, 212, 345
1220, 275, 345
1221, 201, 2458
1222, 234, 453
1223, 281, 345
1224, 249, 345
1225, 282, 345
1226, 274, 464
1227, 249, 2483
1228, 241, 2660
1229, 251, 3943
1230, 215, 6102
1231, 243, 346
1232, 233, 346
1233, 253, 6716
1234, 247, 610
1235, 263, 346
1236, 251, 1711
1237, 259, 347
1238, 243, 2533
1239, 242, 2236
1240, 216, 5920
1241, 252, 347
1242, 232, 347
1243, 276, 1787
1244, 247, 347
1245, 235, 347
1246, 239, 348
1247, 246, 349
1248, 236, 348
1249, 252, 3300
1250, 258, 348
1251, 238, 4496
1252, 254, 1579
1253, 290, 348
1254, 234, 1008
1255, 236, 354
1256, 236, 349
1257, 236, 349
1258, 256, 349
1259, 250, 349
1260, 242, 352
1261, 270, 7161
1262, 285, 3831
1263, 214, 2138
1264, 217, 8004
1265, 236, 352
1266, 199, 2409
1267, 227, 2111
1268, 257, 231
1269, 224, 231
1270, 253, 231
1271, 257, 231
1272, 244, 231
1273, 277, 231
1274, 217, 231
1275, 238, 1219
1276, 277, 247
1277, 332, 247
1278, 234, 3710
1279, 284, 1581
1280, 251, 3958
1281, 270, 355
1282, 187, 355
1283, 183, 355
1284, 230, 355
1285, 208, 355
1286, 254, 355
1287, 250, 355
1288, 239, 358
1289, 241, 358
1290, 236, 358
1291, 269, 358
1292, 250, 358
1293, 284, 4138
1294, 235, 360
1295, 240, 934
1296, 301, 5189
1297, 239, 2236
1298, 326, 360
1299, 212, 2151
1300, 254, 354
1301, 175, 354
1302, 214, 356
1303, 186, 356
1304, 251, 356
1305, 179, 356
1306, 201, 1551
1307, 250, 356
1308, 223, 356
1309, 216, 356
1310, 204, 351
1311, 294, 369
1312, 297, 990
1313, 240, 369
1314, 208, 468
1315, 209, 276
1316, 293, 851
1317, 248, 590
1318, 322, 375
1319, 309, 1164
1320, 245, 1269
1321, 262, 1775
1322, 240, 1315
1323, 233, 4834
1324, 177, 9331
1325, 228, 4137
1326, 245, 2057
1327, 266, 386
1328, 217, 386
1329, 206, 386
1330, 197, 1086
1331, 265, 386
1332, 213, 586
1333, 294, 387
1334, 288, 387
1335, 244, 1050
1336, 258, 2165
1337, 250, 2343
1338, 250, 2343
1339, 195, 2343
1340, 265, 3217
1341, 248, 781
1342, 211, 1655
1343, 237, 390
1344, 242, 3212
1345, 203, 1639
1346, 279, 390
1347, 268, 390
1348, 234, 390
1349, 230, 570
1350, 275, 397
1351, 202, 397
1352, 256, 1535
1353, 245, 3807
1354, 220, 1024
1355, 232, 397
1356, 192, 397
1357, 267, 405
1358, 312, 405
1359, 258, 405
1360, 299, 405
1361, 295, 405
1362, 245, 2353
1363, 260, 407
1364, 270, 407
1365, 206, 1324
1366, 272, 1511
1367, 211, 408
1368, 216, 408
1369, 195, 408
1370, 247, 408
1371, 277, 408
1372, 209, 408
1373, 220, 6097
1374, 308, 1214
1375, 255, 409
1376, 287, 409
1377, 239, 409
1378, 263, 892
1379, 233, 409
1380, 238, 409
1381, 325, 410
1382, 235, 410
1383, 236, 410
1384, 265, 410
1385, 313, 410
1386, 299, 410
1387, 270, 412
1388, 266, 412
1389, 238, 1367
1390, 263, 412
1391, 220, 412
1392, 305, 412
1393, 194, 811
1394, 270, 412
1395, 229, 4095
1396, 241, 421
1397, 256, 2227
1398, 236, 6842
1399, 216, 413
1400, 195, 413
1401, 288, 413
1402, 269, 413
1403, 266, 413
1404, 213, 413
1405, 223, 423
1406, 227, 423
1407, 251, 511
1408, 213, 423
1409, 217, 1834
1410, 231, 423
1411, 214, 423
1412, 279, 423
1413, 249, 423
1414, 201, 411
1415, 265, 411
1416, 233, 2437
1417, 224, 411
1418, 198, 411
1419, 261, 411
1420, 270, 421
1421, 213, 1130
1422, 309, 421
1423, 246, 421
1424, 257, 1328
1425, 284, 421
1426, 224, 740
1427, 252, 424
1428, 264, 424
1429, 236, 424
1430, 218, 3710
1431, 300, 424
1432, 290, 7698
1433, 269, 424
1434, 231, 426
1435, 250, 426
1436, 271, 426
1437, 239, 426
1438, 233, 426
1439, 204, 1538
1440, 267, 4675
1441, 279, 426
1442, 253, 1380
1443, 240, 574
1444, 253, 2532
1445, 226, 758
1446, 334, 5642
1447, 331, 428
1448, 254, 1255
1449, 268, 754
1450, 275, 2830
1451, 279, 4078
1452, 236, 6238
1453, 361, 427
1454, 149, 136
1455, 321, 7682
1456, 209, 3583
1457, 334, 427
1458, 280, 433
1459, 231, 433
1460, 237, 433
1461, 223, 433
1462, 223, 430
1463, 241, 430
1464, 306, 430
1465, 258, 430
1466, 259, 430
1467, 257, 2452
1468, 217, 430
1469, 216, 430
1470, 238, 430
1471, 253, 2227
1472, 217, 3134
1473, 297, 438
1474, 300, 2254
1475, 258, 438
1476, 280, 438
1477, 230, 2518
1478, 281, 438
1479, 330, 438
1480, 245, 3087
1481, 215, 439
1482, 274, 439
1483, 216, 2283
1484, 257, 439
1485, 261, 439
1486, 272, 445
1487, 247, 445
1488, 268, 445
1489, 228, 445
1490, 206, 445
1491, 217, 3643
1492, 262, 445
1493, 226, 445
1494, 259, 1511
1495, 207, 1503
1496, 261, 2461
1497, 332, 446
1498, 394, 446
1499, 320, 4751
1500, 219, 2475
1501, 246, 1655
1502, 231, 3000
1503, 180, 750
1504, 178, 1765
1505, 347, 447
1506, 251, 3716
1507, 193, 453
1508, 185, 453
1509, 206, 453
1510, 204, 453
1511, 194, 453
1512, 277, 453
1513, 204, 453
1514, 240, 4804
1515, 258, 458
1516, 245, 1305
1517, 275, 458
1518, 233, 458
1519, 232, 458
1520, 254, 7190
1521, 275, 464
1522, 234, 464
1523, 305, 3638
1524, 225, 464
1525, 264, 1194
1526, 224, 4065
1527, 196, 415
1528, 208, 10033
1529, 245, 2898
1530, 273, 1504
1531, 248, 463
1532, 274, 2238
1533, 197, 1454
1534, 233, 4813
1535, 206, 1414
1536, 191, 3889
1537, 242, 2388
1538, 187, 3889
1539, 299, 474
1540, 257, 474
1541, 229, 474
1542, 253, 474
1543, 270, 474
1544, 209, 468
1545, 259, 1919
1546, 266, 468
1547, 230, 3297
1548, 227, 468
1549, 273, 468
1550, 247, 468
1551, 187, 3889
1552, 240, 1017
1553, 195, 475
1554, 300, 1291
1555, 229, 581
1556, 264, 467
1557, 297, 1925
1558, 253, 467
1559, 253, 467
1560, 255, 2467
1561, 265, 1847
1562, 193, 1660
1563, 252, 4564
1564, 274, 476
1565, 260, 4536
1566, 255, 2520
1567, 294, 476
1568, 174, 7355
1569, 342, 480
1570, 224, 3084
1571, 248, 5029
1572, 280, 480
1573, 342, 484
1574, 251, 2912
1575, 184, 2690
1576, 310, 484
1577, 261, 484
1578, 249, 484
1579, 248, 6890
1580, 209, 6168
1581, 265, 483
1582, 218, 2412
1583, 274, 2672
1584, 322, 4555
1585, 315, 487
1586, 270, 2006
1587, 261, 487
1588, 245, 263
1589, 261, 5630
1590, 232, 9776
1591, 291, 487
1592, 280, 3653
1593, 283, 5038
1594, 362, 489
1595, 276, 3399
1596, 313, 489
1597, 289, 493
1598, 201, 4534
1599, 203, 495
1600, 224, 495
1601, 268, 495
1602, 245, 495
1603, 194, 495
1604, 209, 2738
1605, 264, 1246
1606, 226, 1332
1607, 253, 4903
1608, 219, 4524
1609, 232, 3181
1610, 241, 498
1611, 254, 2448
1612, 225, 506
1613, 252, 506
1614, 227, 1765
